Genus,Species,Host,Year
aphelenchoides,fragariae,Walnut,1934
aphelenchoides,fragariae,Strawberry,1972
aphelenchoides,fragariae,Chrysanthemum,1972
aphelenchoides,fragariae,Cashew,2020
aphelenchoides,fragariae,Lily,1982
aphelenchoides,fragariae,Strawberry,1971
aphelenchoides,fragariae,Chrysanthemum,1971
aphelenchoides,fragariae,Strawberry,1987
aphelenchoides,fragariae,Lily,1987
aphelenchoides,fragariae,Wheat,1987
aphelenchoides,fragariae,Solanum nigrum,1987
aphelenchoides,fragariae,Strawberry,2002
aphelenchoides,fragariae,Fragaria ananassa,2002
aphelenchoides,fragariae,Strawberry,2008
aphelenchoides,fragariae,Fragaria grandiflora,2008
aphelenchoides,fragariae,Cherry,1987
aphelenchoides,fragariae,Oak,1987
aphelenchoides,fragariae,Quercus rubra,1987
aphelenchoides,fragariae,Maple,1987
aphelenchoides,fragariae,Prunus subhirtella,1987
aphelenchoides,fragariae,Tomato,2022
aphelenchoides,fragariae,Rose,2022
aphelenchoides,fragariae,Strawberry,1921
aphelenchoides,fragariae,Strawberry,2021
aphelenchoides,fuchsi,Pine,2016
aphelenchoides,gorganensis,Oak,2017
aphelenchoides,gorganensis,Rose,2017
aphelenchoides,heterophallus,Banana,2021
aphelenchoides,huntensis,Pine,2016
aphelenchoides,limberi,Corn,2002
aphelenchoides,limberi,Tomato,2002
aphelenchoides,limberi,Potato,2002
aphelenchoides,limberi,Beet,2002
aphelenchoides,limberi,Wheat,2002
aphelenchoides,limberi,Barley,2002
aphelenchoides,limberi,Eggplant,2002
aphelenchoides,limberi,Grape,2010
aphelenchoides,oryzae,Rice,1952
aphelenchoides,oryzae,Rice,1950
aphelenchoides,oryzae,Millet,1950
aphelenchoides,oryzae,Rice,2006
aphelenchoides,oryzae,Soybean,2006
aphelenchoides,oryzae,Rice,2007
aphelenchoides,oryzae,Soybean,2007
aphelenchoides,oryzae,Maize,2006
aphelenchoides,oryzae,Maize,2020
aphelenchoides,oryzae,Pepper,2022
aphelenchoides,oryzae,Corn,2021
aphelenchoides,oryzae,Potato,2021
aphelenchoides,pseudogoodeyi,Strawberry,2021
aphelenchoides,pseudogoodeyi,Rice,2021
aphelenchoides,pseudogoodeyi,Lily,2021
aphelenchoides,pseudogoodeyi,Grass,2021
aphelenchoides,ritzemabosi,Chrysanthemum,2016
aphelenchoides,ritzemabosi,Clover,1966
aphelenchoides,ritzemabosi,Chrysanthemum,2007
aphelenchoides,ritzemabosi,Allium sativum,2017
aphelenchoides,ritzemabosi,Chrysanthemum,2019
aphelenchoides,ritzemabosi,Tobacco,1977
aphelenchoides,ritzemabosi,Medicago sativa,2008
aphelenchoides,ritzemabosi,Alfalfa,2008
aphelenchoides,ritzemabosi,Clover,1966
aphelenchoides,ritzemabosi,Chrysanthemum,2019
aphelenchoides,ritzemabosi,Alfalfa,1994
aphelenchoides,ritzemabosi,Alfalfa,1999
aphelenchoides,ritzemabosi,Chrysanthemum,1963
aphelenchoides,ritzemabosi,Chrysanthemum,2000
aphelenchoides,ritzemabosi,Strawberry,2000
aphelenchoides,ritzemabosi,Chrysanthemum,2000
aphelenchoides,ritzemabosi,Fragaria ananassa,2000
aphelenchoides,ritzemabosi,Onion,1966
aphelenchoides,ritzemabosi,Coconut,1966
aphelenchoides,ritzemabosi,Oat,1966
aphelenchoides,ritzemabosi,Rye,1966
aphelenchoides,ritzemabosi,Chrysanthemum,1966
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Potato,2023
aphelenchoides,solani,Eggplant,2022
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Tomato,2023
aphelenchoides,solani,Solanum lycopersicum,2023
aphelenchoides,solani,Tomato,2018
aphelenchoides,solani,Potato,2018
aphelenchoides,solani,Potato,2017
aphelenchoides,solani,Tomato,2009
aphelenchoides,solani,Pea,2021
aphelenchoides,solani,Radish,2021
aphelenchoides,solani,Brassica compestres,2021
aphelenchoides,solani,Eggplant,2021
aphelenchoides,solani,Triticum estivum,2021
aphelenchoides,solani,Wheat,2021
aphelenchoides,solani,Solanum melongena,2021
aphelenchoides,solani,Allium cepa,2021
aphelenchoides,solani,Tobacco,2021
aphelenchoides,solani,Nicotiana tabacum,2021
aphelenchoides,solani,Brassica rapa,2021
aphelenchoides,solani,Solanum lycopersicum,2021
aphelenchoides,solani,Clover,2021
aphelenchoides,solani,Onion,2021
aphelenchoides,solani,Garlic,2021
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Trifolium repens,2021
aphelenchoides,solani,Turnip,2021
aphelenchoides,solani,Maize,2021
aphelenchoides,solani,Allium sativum,2021
aphelenchoides,solani,Pisum sativum,2021
aphelenchoides,solani,Tomato,2018
aphelenchoides,solani,Hemp,2016
aphelenchoides,solani,Tomato,2020
aphelenchoides,solani,Tomato,2019
aphelenchoides,solani,Solanum lycopersicum,2019
aphelenchoides,solani,Tomato,2013
aphelenchoides,solani,Potato,2013
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Potato,1992
aphelenchoides,solani,Tomato,2003
aphelenchoides,solani,Lycopersicon esculentum,2003
aphelenchoides,solani,Tomato,2019
aphelenchoides,solani,Eucalyptus,2019
aphelenchoides,solani,Lycopersicon esculentum,2019
aphelenchoides,solani,Eucalyptus obliqua,2019
aphelenchoides,solani,Groundnut,2019
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Solanum lycopersicum,2021
aphelenchoides,solani,Tomato,2020
aphelenchoides,solani,Ginger,2020
aphelenchoides,solani,Garlic,2020
aphelenchoides,solani,Potato,2021
aphelenchoides,solani,Potato,2021
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Tomato,2023
aphelenchoides,solani,Eggplant,2021
aphelenchoides,solani,Potato,2022
aphelenchoides,solani,Tomato,2020
aphelenchoides,solani,Solanum lycopersicum,2020
aphelenchoides,solani,Potato,2002
aphelenchoides,solani,Tomato,2006
aphelenchoides,solani,Solanum lycopersicum,2006
aphelenchoides,solani,Potato,1982
aphelenchoides,solani,Potato,2023
aphelenchoides,solani,Solanum tuberosum,2023
aphelenchoides,solani,Tomato,2022
aphelenchoides,solani,Tomato,2019
aphelenchoides,solani,Potato,2021
aphelenchoides,solani,Solanum lycopersicum,2014
aphelenchoides,solani,Solanum species,2014
aphelenchoides,solani,Tomato,2007
aphelenchoides,solani,Tomato,2003
aphelenchoides,solani,Lycopersicon esculentum,2003
aphelenchoides,solani,Tomato,2018
aphelenchoides,solani,Tobacco,2018
aphelenchoides,solani,Tomato,2022
aphelenchoides,solani,Pea,2000
aphelenchoides,solani,Bean,2000
aphelenchoides,solani,Potato,2000
aphelenchoides,solani,Tomato,2020
aphelenchoides,solani,Potato,2020
aphelenchoides,solani,Lycopersicon esculentum,2020
aphelenchoides,solani,Clover,2021
aphelenchoides,solani,Tomato,2023
aphelenchoides,solani,Tomato,2017
aphelenchoides,solani,Solanum habrochaites,2017
aphelenchoides,solani,Solanum arcanum,2017
aphelenchoides,solani,Tomato,2014
aphelenchoides,solani,Potato,2014
aphelenchoides,solani,Solanum lycopersicum,2014
aphelenchoides,solani,Tomato,2017
aphelenchoides,solani,Solanum lycopersicum,2017
aphelenchoides,solani,Solanum arcanum,2017
aphelenchoides,solani,Garlic,2017
aphelenchoides,solani,Tomato,2017
aphelenchoides,solani,Eucalyptus,2017
aphelenchoides,solani,Eucalyptus globus,2017
aphelenchoides,solani,Allium sativum,2017
aphelenchoides,solani,Potato,2015
aphelenchoides,solani,Ginger,2015
aphelenchoides,solani,Yam,2015
aphelenchoides,solani,Potato,2017
aphelenchoides,solani,Allium hirtifolium,2014
aphelenchoides,solani,Vigna radiata,2018
aphelenchoides,solani,Tomato,2017
aphelenchoides,solani,Tomato,2017
aphelenchoides,solani,Tomato,2004
aphelenchoides,solani,Tomato,2012
aphelenchoides,solani,Tomato,2013
aphelenchoides,solani,Solanum lycopersicum,2013
aphelenchoides,solani,Solanum tuberosum,2022
aphelenchoides,solani,Tomato,2022
aphelenchoides,solani,Tomato,2022
aphelenchoides,solani,Tomato,2022
aphelenchoides,solani,Tomato,2020
aphelenchoides,solani,Potato,2022
aphelenchoides,solani,Tomato,2023
aphelenchoides,solani,Solanum lycopersicum,2023
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Oat,2021
aphelenchoides,solani,Potato,2021
aphelenchoides,solani,Corn,2021
aphelenchoides,solani,Tomato,2021
aphelenchoides,solani,Tomato,2021
belonolaimus,nortoni,Corn,1971
belonolaimus,maritimus,Corn,2010
belonolaimus,maritimus,Glycine max,2010
belonolaimus,maritimus,Soybean,2010
belonolaimus,longicaudatus,Coffee,2020
belonolaimus,longicaudatus,Peanut,2005
belonolaimus,longicaudatus,Corn,2005
belonolaimus,longicaudatus,Gossypium hirsutum,2005
belonolaimus,longicaudatus,Millet,2005
belonolaimus,longicaudatus,Arachis hypogaea,2005
belonolaimus,longicaudatus,Cotton,2005
belonolaimus,longicaudatus,Corn,1995
belonolaimus,longicaudatus,Sesame,1995
belonolaimus,longicaudatus,Vigna unguiculata,1995
belonolaimus,longicaudatus,Sorghum,1995
belonolaimus,longicaudatus,Cowpea,1995
belonolaimus,longicaudatus,Gossypium hirsutum,1995
belonolaimus,longicaudatus,Rye,1995
belonolaimus,longicaudatus,Glycine max,1995
belonolaimus,longicaudatus,Solanum melongena,1995
belonolaimus,longicaudatus,Soybean,1995
belonolaimus,longicaudatus,Eggplant,1995
belonolaimus,longicaudatus,Cotton,1995
belonolaimus,longicaudatus,Soybean,2003
belonolaimus,longicaudatus,Cotton,2019
belonolaimus,longicaudatus,Potato,2023
belonolaimus,longicaudatus,Chrysanthemum,1970
belonolaimus,longicaudatus,Tomato,1987
belonolaimus,longicaudatus,Soybean,2003
belonolaimus,longicaudatus,Potato,1990
belonolaimus,longicaudatus,Maple,1971
belonolaimus,longicaudatus,Soybean,1976
belonolaimus,longicaudatus,Potato,1990
belonolaimus,longicaudatus,Solanum tuberosum,1990
belonolaimus,longicaudatus,Corn,1990
belonolaimus,longicaudatus,Soybean,1990
belonolaimus,longicaudatus,Potato,2000
belonolaimus,longicaudatus,Gossypium hirsutum,2000
belonolaimus,longicaudatus,Solanum tuberosum,2000
belonolaimus,longicaudatus,Cotton,2000
belonolaimus,longicaudatus,Soybean,1990
belonolaimus,longicaudatus,Cotton,1976
belonolaimus,longicaudatus,Maize,1989
belonolaimus,longicaudatus,Peanut,1998
belonolaimus,longicaudatus,Soybean,1989
belonolaimus,longicaudatus,Peanut,1998
belonolaimus,longicaudatus,Rye,1998
belonolaimus,longicaudatus,Cotton,1998
belonolaimus,longicaudatus,Potato,2019
belonolaimus,longicaudatus,Solanum tuberosum,2019
belonolaimus,longicaudatus,Corn,1987
belonolaimus,longicaudatus,Cotton,1975
belonolaimus,longicaudatus,Soybean,1975
belonolaimus,longicaudatus,Potato,2001
belonolaimus,longicaudatus,Solanum tuberosum,2001
belonolaimus,longicaudatus,Sorghum,2001
belonolaimus,longicaudatus,Grass,2012
belonolaimus,longicaudatus,Banana,2004
belonolaimus,longicaudatus,Cucumis melo,2020
belonolaimus,longicaudatus,Tomato,2020
belonolaimus,longicaudatus,Cucumis sativus,2020
belonolaimus,longicaudatus,Strawberry,2020
belonolaimus,longicaudatus,Cucumber,2020
belonolaimus,longicaudatus,Tomato,2004
belonolaimus,longicaudatus,Lycopersicon esculentum,2004
belonolaimus,longicaudatus,Maize,1990
belonolaimus,longicaudatus,Strawberry,2019
belonolaimus,longicaudatus,Grass,2014
belonolaimus,longicaudatus,Strawberry,2023
belonolaimus,longicaudatus,Sugarcane,1960
belonolaimus,longicaudatus,Sugarcane,1969
belonolaimus,longicaudatus,Grass,2010
belonolaimus,longicaudatus,Brassica juncea,2006
belonolaimus,longicaudatus,Lettuce,2006
belonolaimus,longicaudatus,Lactuca canadensis,2006
belonolaimus,longicaudatus,Peanut,2022
belonolaimus,longicaudatus,Arachis hypogaea,2022
belonolaimus,longicaudatus,Grass,1972
belonolaimus,longicaudatus,Sugarcane,2013
belonolaimus,longicaudatus,Grass,2013
belonolaimus,longicaudatus,Grass,2020
belonolaimus,longicaudatus,Tomato,1970
belonolaimus,longicaudatus,Millet,1970
belonolaimus,longicaudatus,Glycine max,2022
belonolaimus,longicaudatus,Soybean,2022
belonolaimus,longicaudatus,Sorghum,1973
belonolaimus,longicaudatus,Millet,1973
belonolaimus,longicaudatus,Corn,1973
belonolaimus,longicaudatus,Corn,1985
belonolaimus,longicaudatus,Cotton,2019
belonolaimus,longicaudatus,Peanut,1970
belonolaimus,longicaudatus,Corn,1970
belonolaimus,longicaudatus,Grass,1970
belonolaimus,longicaudatus,Cotton,1970
belonolaimus,longicaudatus,Pinus palustris,1973
belonolaimus,longicaudatus,Pine,1973
belonolaimus,longicaudatus,Soybean,2003
belonolaimus,longicaudatus,Soybean,1989
belonolaimus,longicaudatus,Grass,1972
belonolaimus,longicaudatus,Strawberry,2023
belonolaimus,longicaudatus,Brassica juncea,2006
belonolaimus,longicaudatus,Lettuce,2006
belonolaimus,longicaudatus,Lactuca canadensis,2006
belonolaimus,longicaudatus,Cucumis melo,2020
belonolaimus,longicaudatus,Tomato,2020
belonolaimus,longicaudatus,Cucumis sativus,2020
belonolaimus,longicaudatus,Strawberry,2020
belonolaimus,longicaudatus,Cucumber,2020
