Genus,Host,Count
Mesocriconema,Wheat,2
Nacobbus,Beet,1
Nacobbus,Pepper,1
Nacobbus,Pine,3
Nacobbus,Potato,3
Nacobbus,Sugar Beet,1
Nacobbus,Tomato,3
Nanidorus,Kiwi,2
Paratrichodorus,Alfalfa,1
Paratrichodorus,Bean,1
Paratrichodorus,Blueberry,3
Paratrichodorus,Brassica crops,1
Paratrichodorus,Brassica cultivars,1
Paratrichodorus,Brassica green,1
Paratrichodorus,Brassica plants,1
Paratrichodorus,Citrus,1
Paratrichodorus,Citrus sinensis,1
Paratrichodorus,Corn,1
Paratrichodorus,Orange,1
Paratrichodorus,Pea,1
Paratrichodorus,Pepper,1
Paratrichodorus,Potato,3
Paratrichodorus,Rye,1
Paratrichodorus,Sugarcane,1
Paratrichodorus,Tobacco,5
Paratrichodorus,Tulip,1
Paratrichodorus,Wheat,1
Pratylenchus,Alfalfa,6
Pratylenchus,Allium cepa,2
Pratylenchus,Almond,2
Pratylenchus,Apple,15
Pratylenchus,Banana,24
Pratylenchus,Barley,12
Pratylenchus,Bean,4
Pratylenchus,Blueberry,3
Pratylenchus,Brassica juncea,3
Pratylenchus,Brassica napus,1
Pratylenchus,Brassica spp,1
Pratylenchus,Canola,2
Pratylenchus,Carrot,9
Pratylenchus,Cassava,2
Pratylenchus,Chickpea,4
Pratylenchus,Chrysanthemum,5
Pratylenchus,Citrus,5
Pratylenchus,Citrus aurantium,1
Pratylenchus,Coffea arabica,2
Pratylenchus,Coffea canephora,2
Pratylenchus,Coffea liberica,2
Pratylenchus,Coffee,7
Pratylenchus,Corn,5
Pratylenchus,Cotton,8
Pratylenchus,Daucus carota,3
Pratylenchus,Eggplant,1
Pratylenchus,Eucalyptus,1
Pratylenchus,Eucalyptus citriodora,1
Pratylenchus,Eucalyptus globulus,1
Pratylenchus,Faba Bean,1
Pratylenchus,Fig,1
Pratylenchus,Flax,1
Pratylenchus,Ginger,2
Pratylenchus,Glycine max,2
Pratylenchus,Gossypium hirsutum,1
Pratylenchus,Grape,4
Pratylenchus,Grass,15
Pratylenchus,Hemp,1
Pratylenchus,Lemon,2
Pratylenchus,Lentil,1
Pratylenchus,Lily,4
Pratylenchus,Maize,9
Pratylenchus,Malus domestica,1
Pratylenchus,Millet,1
Pratylenchus,Musa acuminata,1
Pratylenchus,Musa paradisiaca,2
Pratylenchus,Musa plants,1
Pratylenchus,Musa spp,2
Pratylenchus,Oat,7
Pratylenchus,Olive,6
Pratylenchus,Onion,2
Pratylenchus,Orange,1
Pratylenchus,Oryza glaberrima,1
Pratylenchus,Oryza sativa,2
Pratylenchus,Palm,2
Pratylenchus,Pea,7
Pratylenchus,Pepper,8
Pratylenchus,Phaseolus angularis,1
Pratylenchus,Phaseolus vulgaris,1
Pratylenchus,Pigeon Pea,1
Pratylenchus,Pine,2
Pratylenchus,Plantain,4
Pratylenchus,Potato,14
Pratylenchus,Raspberry,1
Pratylenchus,Rice,13
Pratylenchus,Rose,5
Pratylenchus,Rye,3
Pratylenchus,Ryegrass,2
Pratylenchus,Saccharum officinarum,3
Pratylenchus,Saccharum sinensis,3
Pratylenchus,Solanum tuberosum,2
Pratylenchus,Sorghum,2
Pratylenchus,Soybean,27
Pratylenchus,Strawberry,2
Pratylenchus,Sugarcane,12
Pratylenchus,Sunflower,3
Pratylenchus,Sweet Potato,2
Pratylenchus,Taro,2
Pratylenchus,Tea,3
Pratylenchus,Tobacco,2
Pratylenchus,Tomato,13
Pratylenchus,Trifolium repens,1
Pratylenchus,Vitis species,3
Pratylenchus,Wheat,36
Pratylenchus,Yam,3
Radopholus,Banana,19
Radopholus,Carrot,4
Radopholus,Cassava,1
Radopholus,Citrus,8
Radopholus,Citrus root,1
Radopholus,Citrus spp,1
Radopholus,Coffea arabica,3
Radopholus,Coffea canephora,1
Radopholus,Coffea liberica,1
Radopholus,Coffee,6
Radopholus,Ginger,1
Radopholus,Grapefruit,1
Radopholus,Lemon,1
Radopholus,Musa acuminata,3
Radopholus,Musa spp,4
Radopholus,Orange,1
Radopholus,Pepper,4
Radopholus,Pine,10
Radopholus,Plantain,3
Radopholus,Potato,3
Radopholus,Rice,1
Radopholus,Soybean,1
Radopholus,Sugarcane,1
Radopholus,Sweet Potato,3
Radopholus,Taro,1
Radopholus,Tea,3
Radopholus,Tobacco,1
Radopholus,Turmeric,1
Radopholus,Yam,1
Rotylenchulus,Almond,1
Rotylenchulus,Barley,1
Rotylenchulus,Bean,5
Rotylenchulus,Chickpea,1
Rotylenchulus,Clover,1
Rotylenchulus,Corn,1
Rotylenchulus,Cotton,9
Rotylenchulus,Hazelnut,2
Rotylenchulus,Maize,5
Rotylenchulus,Millet,1
Rotylenchulus,Olive,6
Rotylenchulus,Pea,1
Rotylenchulus,Peach,1
Rotylenchulus,Peanut,1
Rotylenchulus,Pine,10
Rotylenchulus,Pineapple,1
Rotylenchulus,Rye,1
Rotylenchulus,Sorghum,1
Rotylenchulus,Soybean,5
Rotylenchulus,Sugarcane,1
Rotylenchulus,Tomato,4
Rotylenchulus,Trifolium incarnatum,1
Rotylenchulus,Wheat,2
Rotylenchus,Almond,2
Rotylenchus,Apple,2
Rotylenchus,Banana,4
Rotylenchus,Bean,3
Rotylenchus,Blueberry,1
Rotylenchus,Carrot,2
Rotylenchus,Cauliflower,2
Rotylenchus,Cherry,2
Rotylenchus,Citrus,3
Rotylenchus,Citrus reticulata,2
Rotylenchus,Coffee,1
Rotylenchus,Grass,2
Rotylenchus,Maize,1
Rotylenchus,Millet,3
Rotylenchus,Olive,9
Rotylenchus,Orange,3
Rotylenchus,Papaya,1
Rotylenchus,Pea,1
Rotylenchus,Peach,2
Rotylenchus,Pear,2
Rotylenchus,Potato,1
Rotylenchus,Soybean,1
Rotylenchus,Sunflower,7
Rotylenchus,Walnut,2
Rotylenchus,Wheat,1
Rotylenchus,Yam,11
Scutellonema,Banana,2
Scutellonema,Barley,4
Scutellonema,Carrot,1
Scutellonema,Coconut,4
Scutellonema,Corn,1
Scutellonema,Grass,13
Scutellonema,Groundnut,1
Scutellonema,Maize,5
Scutellonema,Millet,4
Scutellonema,Peanut,1
Scutellonema,Plantain,1
Scutellonema,Rice,1
Scutellonema,Rubber,2
Scutellonema,Sorghum,4
Scutellonema,Soybean,2
Scutellonema,Sugarcane,13
Scutellonema,Tomato,3
Scutellonema,Wheat,4
Scutellonema,Yam,6
Trichodorus,Asparagus,1
Trichodorus,Beet,1
Trichodorus,Blueberry,1
Trichodorus,Cucumber,2
Trichodorus,Nicotiana clevelandii,1
Trichodorus,Oak,3
Trichodorus,Oryza sativa,2
Trichodorus,Pea,2
Trichodorus,Peach,3
Trichodorus,Pear,10
Trichodorus,Phaseolus vulgaris,1
Trichodorus,Pine,2
Trichodorus,Pinus spp,1
Trichodorus,Pinus sylvestris,1
Trichodorus,Potato,3
Trichodorus,Quercus crassipes,3
Trichodorus,Rice,5
Trichodorus,Spinach,1
Trichodorus,Tobacco,5
Tylenchorhynchus,Acacia,2
Tylenchorhynchus,Alfalfa,1
Tylenchorhynchus,Banana,1
Tylenchorhynchus,Bean,1
Tylenchorhynchus,Cauliflower,1
Tylenchorhynchus,Citrus,1
Tylenchorhynchus,Clover,1
Tylenchorhynchus,Corn,5
Tylenchorhynchus,Cotton,3
Tylenchorhynchus,Cowpea,2
Tylenchorhynchus,Fescue,1
Tylenchorhynchus,Fig,2
Tylenchorhynchus,Grape,1
Tylenchorhynchus,Grass,6
Tylenchorhynchus,Groundnut,1
Tylenchorhynchus,Maize,3
Tylenchorhynchus,Millet,1
Tylenchorhynchus,Oat,1
Tylenchorhynchus,Palm,1
Tylenchorhynchus,Papaya,1
Tylenchorhynchus,Pine,1
Tylenchorhynchus,Pineapple,1
Tylenchorhynchus,Pinus edulis,1
Tylenchorhynchus,Potato,3
Tylenchorhynchus,Rice,4
Tylenchorhynchus,Rye,1
Tylenchorhynchus,Ryegrass,1
Tylenchorhynchus,Solanum tuberosum,2
Tylenchorhynchus,Sorghum,1
Tylenchorhynchus,Soybean,6
Tylenchorhynchus,Sugarcane,4
Tylenchorhynchus,Tea,1
Tylenchorhynchus,Tobacco,1
Tylenchorhynchus,Tomato,2
Tylenchorhynchus,Trifolium spp,2
Tylenchorhynchus,Triticum aestivum,2
Tylenchorhynchus,Wheat,8
Tylenchulus,Banana,4
Tylenchulus,Brassica cultivars,1
Tylenchulus,Brassica green,1
Tylenchulus,Brassica hirta,3
Tylenchulus,Brassica oleraceae,3
Tylenchulus,Brassica spp,1
Tylenchulus,Broccoli,3
Tylenchulus,Citrus,8
Tylenchulus,Citrus limon,1
Tylenchulus,Grape,4
Tylenchulus,Grass,1
Tylenchulus,Lemon,2
Tylenchulus,Oak,3
Tylenchulus,Orange,6
Tylenchulus,Pea,1
Tylenchulus,Peach,1
Tylenchulus,Pine,3
Tylenchulus,Pinus clausa,3
Tylenchulus,Pinus elliottii,3
Tylenchulus,Prunus persica,1
Tylenchulus,Quercus falcata,3
Tylenchulus,Sugarcane,4
Tylenchulus,Vitis species,4
Xiphinema,Acacia,2
Xiphinema,Brassica species,1
Xiphinema,Cassava,1
Xiphinema,Cherry,5
Xiphinema,Corn,1
Xiphinema,Cotton,1
Xiphinema,Cucumber,1
Xiphinema,Eucalyptus,3
Xiphinema,Fig,1
Xiphinema,Grape,1
Xiphinema,Groundnut,1
Xiphinema,Kiwi,1
Xiphinema,Maize,2
Xiphinema,Malus domestica,1
Xiphinema,Maple,2
Xiphinema,Medicago plant,2
Xiphinema,Medicago species,2
Xiphinema,Millet,1
Xiphinema,Olive,40
Xiphinema,Peach,6
Xiphinema,Peanut,1
Xiphinema,Pine,6
Xiphinema,Pineapple,1
Xiphinema,Plum,1
Xiphinema,Potato,1
Xiphinema,Prunus besseyi,1
Xiphinema,Prunus necrotic,1
Xiphinema,Prunus persica,1
Xiphinema,Raspberry,2
Xiphinema,Solanum tuberosum,1
Xiphinema,Soybean,5
Xiphinema,Strawberry,2
Xiphinema,Sugarcane,5
Xiphinema,Tobacco,3
Xiphinema,Tomato,7
Xiphinema,Triticum aestivum,3
Xiphinema,Vitis rupestris,1
Xiphinema,Wheat,5
